"content","created_at","date","likeCount","media","outlinks","quoteCount","quotedTweet","replyCount","retweetCount","retweetedTweet","url","id","conversationId"
"@RyanGonaseelan Im planning my show for June.","Fri Jan 30 18:51:13 0000 2015","2015-01-30 18:51:1300:00","10","","","0","","3","2","","https://twitter.com/Trevornoah/status/561235201654022144","561235201654022144","561225126390538242"
"@OliviaGoldin lol thank you for that.","Fri Jan 30 18:49:54 0000 2015","2015-01-30 18:49:5400:00","5","","","0","","2","0","","https://twitter.com/Trevornoah/status/561234868806623234","561234868806623234","561145093454057472"
"@MissBouncy @MTNza even I am shocked.","Fri Jan 30 18:46:51 0000 2015","2015-01-30 18:46:5100:00","2","","","0","","0","0","","https://twitter.com/Trevornoah/status/561234101580353536","561234101580353536","561139671678603265"
"@elonmusk if we get electricity in South Africa, can we get the you to bring the Tesla out there","Fri Jan 30 03:29:34 0000 2015","2015-01-30 03:29:3400:00","54","","","0","","10","44","","https://twitter.com/Trevornoah/status/561003260338003968","561003260338003968","561002248827052034"
"@JoannaKalafatis now you made me miss Cape Town by mentioning Cape Town.","Thu Jan 29 22:13:35 0000 2015","2015-01-29 22:13:3500:00","3","","","0","","1","0","","https://twitter.com/Trevornoah/status/560923738951397376","560923738951397376","560905512011587584"
"@StarbuckCay then Ill see you there","Thu Jan 29 22:12:16 0000 2015","2015-01-29 22:12:1600:00","6","","","0","","0","0","","https://twitter.com/Trevornoah/status/560923407580413953","560923407580413953","560744182063853568"
"Im in London on October 2nd. Join me at the Hammersmith Apollo and let us make magical comedy together. 

#SayYouSayMe","Thu Jan 29 10:20:05 0000 2015","2015-01-29 10:20:0500:00","97","","","0","","35","45","","https://twitter.com/Trevornoah/status/560744182063853568","560744182063853568","560744182063853568"
"@elonmusk hi Mr Musk. Is there any plan to bring Tesla to South Africa","Wed Jan 28 21:43:38 0000 2015","2015-01-28 21:43:3800:00","29","","","2","","18","12","","https://twitter.com/Trevornoah/status/560553815334998016","560553815334998016","560553815334998016"
"@Lesdoggg 1000 congratulations for all your success. Couldnt be happier for you","Wed Jan 28 04:27:14 0000 2015","2015-01-28 04:27:1400:00","7","","","0","","0","0","","https://twitter.com/Trevornoah/status/560292996114288640","560292996114288640","560292996114288640"
"@eddieizzard knock em dead my friend.","Tue Jan 27 23:58:32 0000 2015","2015-01-27 23:58:3200:00","3","","","0","","1","1","","https://twitter.com/Trevornoah/status/560225376325349376","560225376325349376","560224292089384961"
"@CookDeSevilla ha ha. Im glad youre enjoying it. Please wish him a happy birthday for me","Tue Jan 27 23:52:08 0000 2015","2015-01-27 23:52:0800:00","1","","","0","","3","1","","https://twitter.com/Trevornoah/status/560223764785688577","560223764785688577","560217432875233281"
"Come on Bafana Bafana you can do it Senegal","Tue Jan 27 16:31:11 0000 2015","2015-01-27 16:31:1100:00","176","","","0","","107","350","","https://twitter.com/Trevornoah/status/560112796747448320","560112796747448320","560112796747448320"
"Thats why you shouldnt over hype things. Its 8 inches thick but nobody is impressed- New York Blizzard","Tue Jan 27 16:19:49 0000 2015","2015-01-27 16:19:4900:00","127","","","0","","22","114","","https://twitter.com/Trevornoah/status/560109936441823232","560109936441823232","560109936441823232"
"@JasonSeptember that sucks to the umpteenth degree.","Sat Jan 24 22:09:22 0000 2015","2015-01-24 22:09:2200:00","1","","","0","","4","1","","https://twitter.com/Trevornoah/status/559110738917474305","559110738917474305","559109669613236225"
"@PartizanHenry but first lets get people to at least focus on them. Thank you for your insight though.","Sat Jan 24 18:00:15 0000 2015","2015-01-24 18:00:1500:00","3","","","0","","1","0","","https://twitter.com/Trevornoah/status/559048046529368068","559048046529368068","558987681187635200"
"If you having girl problems i feel bad for you son, I got 99 problems so i can empathise with people that have problems.","Sat Jan 24 17:47:20 0000 2015","2015-01-24 17:47:2000:00","325","","","0","","36","274","","https://twitter.com/Trevornoah/status/559044794908172288","559044794908172288","559044794908172288"
"@Adrenalineblush in a bigger venue I make it happen. Theres just no space there. But I do appreciate the love.","Sat Jan 24 17:46:06 0000 2015","2015-01-24 17:46:0600:00","1","","","0","","2","0","","https://twitter.com/Trevornoah/status/559044483996979201","559044483996979201","486070133174329345"
"@PartizanHenry you are very right. But unfortunately the terrorists masquerade as such and so the label sticks.","Sat Jan 24 17:45:08 0000 2015","2015-01-24 17:45:0800:00","2","","","0","","0","0","","https://twitter.com/Trevornoah/status/559044242010824704","559044242010824704","558987681187635200"
"@1GurlRevolution that was the inspiration that I needed. Thanks for joining in","Sat Jan 24 17:42:57 0000 2015","2015-01-24 17:42:5700:00","1","","","0","","1","0","","https://twitter.com/Trevornoah/status/559043691008909312","559043691008909312","558989266572034048"
"@MarkRatty thank you Mark. Im having a blast.","Sat Jan 24 17:39:16 0000 2015","2015-01-24 17:39:1600:00","2","","","0","","0","0","","https://twitter.com/Trevornoah/status/559042763606720514","559042763606720514","558826571382149120"
"Ok, New York but more specifically the people coming to my shows tonight lets do this.","Sat Jan 24 00:30:07 0000 2015","2015-01-24 00:30:0700:00","90","","","0","","29","20","","https://twitter.com/Trevornoah/status/558783772200824833","558783772200824833","558783772200824833"
"@KumsdeVille you read one line and know nothing. Inform yourself before commenting.","Fri Jan 23 23:24:30 0000 2015","2015-01-23 23:24:3000:00","4","","","0","","0","1","","https://twitter.com/Trevornoah/status/558767260601298947","558767260601298947","558762055092539392"
"@REDfromZED please no controversial questions","Fri Jan 23 21:44:45 0000 2015","2015-01-23 21:44:4500:00","5","","","0","","1","4","","https://twitter.com/Trevornoah/status/558742154185809922","558742154185809922","558740422303154176"
"Im recording the @TheDailyShow podcast. If youd like to ask me any questions then tweet now or forever hold your piece.","Fri Jan 23 21:37:52 0000 2015","2015-01-23 21:37:5200:00","123","","","0","","163","51","","https://twitter.com/Trevornoah/status/558740422303154176","558740422303154176","558740422303154176"
"@tomperriello thank you for agreeing.","Fri Jan 23 17:33:40 0000 2015","2015-01-23 17:33:4000:00","0","","","0","","2","0","","https://twitter.com/Trevornoah/status/558678968195641344","558678968195641344","558636269345841152"
"And 6 months after youre still telling us. RT @loyisogola: 6 months before the 2014 World Cup I said Germany would win the tournament.","Fri Jan 23 17:29:05 0000 2015","2015-01-23 17:29:0500:00","78","","","0","","9","113","","https://twitter.com/Trevornoah/status/558677813021396994","558677813021396994","558677813021396994"
"Thank you @RonandFezSXM for having me on the show, I really had a great time.","Fri Jan 23 03:24:07 0000 2015","2015-01-23 03:24:0700:00","35","","","0","","7","3","","https://twitter.com/Trevornoah/status/558465172889927680","558465172889927680","558465172889927680"
"If youre joining me at my New York shows this weekend please note, the only tickets left are for Sunday 10pm show. #AsYouWere","Wed Jan 21 22:14:49 0000 2015","2015-01-21 22:14:4900:00","41","","","0","","32","12","","https://twitter.com/Trevornoah/status/558024948443525121","558024948443525121","558024948443525121"
"@BelovedTessa definitely. Ill tweet when I do, but just keep an eye on my website.","Wed Jan 21 08:20:34 0000 2015","2015-01-21 08:20:3400:00","4","","","0","","0","0","","https://twitter.com/Trevornoah/status/557815002451939329","557815002451939329","557811074419163140"
"@aRoseAtBrescia European tour. You can watch me on YouTube. #TravelFeedsTheSoul","Wed Jan 21 06:04:21 0000 2015","2015-01-21 06:04:2100:00","4","","","0","","4","0","","https://twitter.com/Trevornoah/status/557780720857673730","557780720857673730","557770813181788161"
"@DelisWords Sunday late night show has tickets advisor just for you","Wed Jan 21 06:03:20 0000 2015","2015-01-21 06:03:2000:00","1","","","0","","2","0","","https://twitter.com/Trevornoah/status/557780465093185536","557780465093185536","557671106707193856"
"@Travon this is not true at all. Im merely against dirty feet not barefoot people. Some of my best friends are barefoot","Mon Jan 19 18:41:02 0000 2015","2015-01-19 18:41:0200:00","10","","","0","","1","5","","https://twitter.com/Trevornoah/status/557246369900294144","557246369900294144","557243852575473665"
"@pearlgaitskill @andrewgoldie16 my brothers name is Andrew. Hes also 21. Is this a trick","Mon Jan 19 18:32:51 0000 2015","2015-01-19 18:32:5100:00","6","","","0","","3","0","","https://twitter.com/Trevornoah/status/557244312380264450","557244312380264450","557237824437899264"
"Yes Im sure theres many shoes in the south. Thats why Im planning a show there RT @galvezcesar: @Trevornoah any shoes in the south","Mon Jan 19 18:31:02 0000 2015","2015-01-19 18:31:0200:00","63","","","0","","29","42","","https://twitter.com/Trevornoah/status/557243852575473665","557243852575473665","557243852575473665"
"@CoMEdyYo dude Im still laughing at Bane. Thank you","Mon Jan 19 18:29:12 0000 2015","2015-01-19 18:29:1200:00","2","","","0","","0","0","","https://twitter.com/Trevornoah/status/557243394343579650","557243394343579650","557195418845851649"
"@WynandLouw2 soon comrade. Jesy have faith. Lol Ill be there in June","Mon Jan 19 18:23:18 0000 2015","2015-01-19 18:23:1800:00","1","","","0","","0","0","","https://twitter.com/Trevornoah/status/557241908565929984","557241908565929984","557077124264509440"
"Cape Town- Ill be at the Artscape Theatre from 26 to 28Feb. New show- Lost in Translation. Tickets at computicket http://t.co/d6DSE4QbQR","Mon Jan 19 18:07:04 0000 2015","2015-01-19 18:07:0400:00","95","","http://bit.ly/1B7ynHd","0","","45","84","","https://twitter.com/Trevornoah/status/557237824437899264","557237824437899264","557237824437899264"
"@davidkusel youre a hero","Mon Jan 19 18:02:26 0000 2015","2015-01-19 18:02:2600:00","1","","","0","","0","1","","https://twitter.com/Trevornoah/status/557236655883841536","557236655883841536","557077124264509440"
"Thank you to the cast of @TheSecondCity for letting me share that prestigious stage with you. It was too much fun. http://t.co/CpKoNaDopa","Mon Jan 19 17:39:09 0000 2015","2015-01-19 17:39:0900:00","143","PhotopreviewUrlhttps://pbs.twimg.com/media/B7uudISCcAAxJn-formatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/B7uudISCcAAxJn-formatjpgnamelarge, typephoto","","1","","20","28","","https://twitter.com/Trevornoah/status/557230796306907136","557230796306907136","557230796306907136"
"Thank you Chicago for a wonderful weekend of shows. I will definitely return. Next stop New York -Gotham.","Mon Jan 19 17:35:44 0000 2015","2015-01-19 17:35:4400:00","60","","","0","","23","15","","https://twitter.com/Trevornoah/status/557229936818544641","557229936818544641","557229936818544641"
"@DrewFrees you my friend are far too kind. Enjoy the cruise.","Mon Jan 19 17:34:36 0000 2015","2015-01-19 17:34:3600:00","2","","","0","","0","1","","https://twitter.com/Trevornoah/status/557229653682040833","557229653682040833","557082218246336512"
"@warrawandi never baba. Joburg is in June.","Mon Jan 19 17:32:12 0000 2015","2015-01-19 17:32:1200:00","0","","","0","","1","0","","https://twitter.com/Trevornoah/status/557229048330715136","557229048330715136","557077124264509440"
"@janamarieb yes. Ill be in Johannesburg in May.","Mon Jan 19 17:31:51 0000 2015","2015-01-19 17:31:5100:00","1","","","0","","1","0","","https://twitter.com/Trevornoah/status/557228961672204289","557228961672204289","557077124264509440"
"@igregbach thats so funny that you say that. I say that all the time Thanks for coming.","Mon Jan 19 07:24:45 0000 2015","2015-01-19 07:24:4500:00","2","","","0","","0","0","","https://twitter.com/Trevornoah/status/557076176372760576","557076176372760576","557033140318130176"
"@ItsYaGirlAngel dont be sad. Ill meet you in a train somewhere.","Mon Jan 19 07:23:39 0000 2015","2015-01-19 07:23:3900:00","1","","","0","","1","0","","https://twitter.com/Trevornoah/status/557075901322899456","557075901322899456","557020871731474432"
"@ItsYaGirlAngel that was the very funny Calvin @ComedyYo","Mon Jan 19 07:22:30 0000 2015","2015-01-19 07:22:3000:00","1","","","0","","1","1","","https://twitter.com/Trevornoah/status/557075613237137408","557075613237137408","556999722796589056"
"Clearly Yaya Toure puts the Man in City.

#Legend","Sun Jan 18 18:15:09 0000 2015","2015-01-18 18:15:0900:00","279","","","1","","58","493","","https://twitter.com/Trevornoah/status/556877467961819136","556877467961819136","556877467961819136"
"Wenger Out","Sun Jan 18 17:51:05 0000 2015","2015-01-18 17:51:0500:00","109","","","0","","72","179","","https://twitter.com/Trevornoah/status/556871410153713665","556871410153713665","556871410153713665"
"#OscarsSoWhite they accurately represent Hollywood and its racial make up. 

Did I do it right","Fri Jan 16 22:39:51 0000 2015","2015-01-16 22:39:5100:00","170","","","0","","27","98","","https://twitter.com/Trevornoah/status/556219305977991169","556219305977991169","556219305977991169"
"@pvcarpenter thank you Pamela. Ill be back though. I promise.","Fri Jan 16 22:35:56 0000 2015","2015-01-16 22:35:5600:00","2","","","0","","1","1","","https://twitter.com/Trevornoah/status/556218321826488321","556218321826488321","556186681028911104"
"Chicago, all shows this weekend are sold out. I know youre just coming for the free heating but Ill take it. #ThankYou","Fri Jan 16 13:40:38 0000 2015","2015-01-16 13:40:3800:00","124","","","0","","27","46","","https://twitter.com/Trevornoah/status/556083608407273472","556083608407273472","556083608407273472"
"Have you seen that episode of Mythbusters where they made that thing explode","Fri Jan 16 13:38:29 0000 2015","2015-01-16 13:38:2900:00","102","","","0","","44","74","","https://twitter.com/Trevornoah/status/556083067463680000","556083067463680000","556083067463680000"
"And I think to myself...what a wonderful world","Thu Jan 15 04:14:19 0000 2015","2015-01-15 04:14:1900:00","184","","","0","","39","141","","https://twitter.com/Trevornoah/status/555578704089214977","555578704089214977","555578704089214977"
"@Morag09 wear green socks so that I can spy you easily. See you there","Thu Jan 15 04:12:53 0000 2015","2015-01-15 04:12:5300:00","3","","","0","","1","1","","https://twitter.com/Trevornoah/status/555578340736651264","555578340736651264","555405292725628928"
"@AndrewPoolton then I will be there","Thu Jan 15 04:12:09 0000 2015","2015-01-15 04:12:0900:00","3","","","0","","0","0","","https://twitter.com/Trevornoah/status/555578156820602880","555578156820602880","555394352542154752"
"@CCisms but its in a big room. I thought size matters :","Thu Jan 15 04:11:42 0000 2015","2015-01-15 04:11:4200:00","1","","","0","","1","0","","https://twitter.com/Trevornoah/status/555578044178378752","555578044178378752","486070133174329345"
"@Jacques0001 that made my day lol.","Thu Jan 15 04:10:33 0000 2015","2015-01-15 04:10:3300:00","4","","","0","","1","0","","https://twitter.com/Trevornoah/status/555577755610275840","555577755610275840","555393877369450496"
"I now play Destiny full time and comedy is my hobby. 

#TheGuardianLife #MeetMeAtTheTower #XurIsTheCryptarchInDisguise","Wed Jan 14 16:05:47 0000 2015","2015-01-14 16:05:4700:00","111","","","0","","17","46","","https://twitter.com/Trevornoah/status/555395362165653504","555395362165653504","555395362165653504"
"Im in the U.K. Sep and Oct. http://t.co/L7bDKIbU5u RT @AndrewPoolton: @Trevornoah you sir are a legend. When are you touring the UK","Wed Jan 14 16:01:47 0000 2015","2015-01-14 16:01:4700:00","36","","http://TrevorNoah.com","0","","9","19","","https://twitter.com/Trevornoah/status/555394352542154752","555394352542154752","555394352542154752"
"Ok Chicago. Im boarding a plane and coming to you. Youll be pleased to know Ive packed some African sun in my luggage","Wed Jan 14 15:59:53 0000 2015","2015-01-14 15:59:5300:00","112","","","0","","38","59","","https://twitter.com/Trevornoah/status/555393877369450496","555393877369450496","555393877369450496"
"Chicago please save me warm socks, Ill be inside you this weekend at the Up Comedy Club. 16-18 Jan","Mon Jan 12 22:20:36 0000 2015","2015-01-12 22:20:3600:00","73","","","0","","35","35","","https://twitter.com/Trevornoah/status/554764910983671809","554764910983671809","554764910983671809"
"@ShortySenyolo @mashabelacomedy you can have both. Comedians are not Football clubs. You dont have to only support one","Sun Jan 11 09:33:09 0000 2015","2015-01-11 09:33:0900:00","15","","","0","","8","10","","https://twitter.com/Trevornoah/status/554209388911931392","554209388911931392","554205552025567232"
"Did they draw cartoons #JeSuisCharlie RT @Leandriii: Why no outrage for the 100s of people Boko Haram wiped out yesterday","Fri Jan 09 09:22:38 0000 2015","2015-01-09 09:22:3800:00","176","","","0","","46","190","","https://twitter.com/Trevornoah/status/553481963864993792","553481963864993792","553481963864993792"
"@MinenhleSoko your mom rocks","Wed Jan 07 18:43:36 0000 2015","2015-01-07 18:43:3600:00","10","","","0","","7","1","","https://twitter.com/Trevornoah/status/552898364011184128","552898364011184128","552795945084391425"
"South Africans need to read this- http://t.co/7ZFSSN7Aqo","Wed Jan 07 18:24:24 0000 2015","2015-01-07 18:24:2400:00","200","","http://newsletters.my-mailers.com/s/t/l/54ac84940898f3ed4e000617/1c504325ed6cc40e004eb9241d1e3da6","0","","67","329","","https://twitter.com/Trevornoah/status/552893530973413378","552893530973413378","552893530973413378"
"Got woken up this morning by a man using a jackhammer outside my window. First time in my life I prayed for load shedding.","Tue Jan 06 09:43:47 0000 2015","2015-01-06 09:43:4700:00","333","","","0","","74","244","","https://twitter.com/Trevornoah/status/552400124207722496","552400124207722496","552400124207722496"
"@IguessImDani again","Tue Jan 06 09:43:09 0000 2015","2015-01-06 09:43:0900:00","6","","","0","","0","1","","https://twitter.com/Trevornoah/status/552399965969203200","552399965969203200","552393027558580227"
"The thing Im going to miss most about Christmas with family, is getting to sit on the toilet after my grandmother. #Warm","Mon Jan 05 16:40:00 0000 2015","2015-01-05 16:40:0000:00","250","","","0","","82","147","","https://twitter.com/Trevornoah/status/552142481765453825","552142481765453825","552142481765453825"
"So you went to your normal guy RT @loyisogola: This barber messed up my hair","Fri Jan 02 18:56:17 0000 2015","2015-01-02 18:56:1700:00","109","","","0","","42","77","","https://twitter.com/Trevornoah/status/551089616405938176","551089616405938176","551089616405938176"
"@Travon didnt you watch top 5 last year","Thu Jan 01 19:12:30 0000 2015","2015-01-01 19:12:3000:00","10","","","0","","1","4","","https://twitter.com/Trevornoah/status/550731306515308544","550731306515308544","550710572619411456"
"If Uber was an airline they would probably start selling overpriced life jackets as the plane is crashing. 

#SurgePricing","Thu Jan 01 08:57:24 0000 2015","2015-01-01 08:57:2400:00","244","","","0","","33","192","","https://twitter.com/Trevornoah/status/550576512030998528","550576512030998528","550576512030998528"
"On New Years Eve- I stay at home, save my money, then ball hard by myself on the 23rd of January when everyone is broke.","Wed Dec 31 18:31:03 0000 2014","2014-12-31 18:31:0300:00","598","","","4","","101","612","","https://twitter.com/Trevornoah/status/550358486568427520","550358486568427520","550358486568427520"
"Say what you want, but this has been the best 2014 ever Heres to many more

#HappyNewYear","Wed Dec 31 18:29:01 0000 2014","2014-12-31 18:29:0100:00","227","","","0","","60","184","","https://twitter.com/Trevornoah/status/550357976146788352","550357976146788352","550357976146788352"
"And move at double speed RT @loyisogola: Live like you are in a silent movie. Dont talk about it, do it.","Wed Dec 31 18:24:12 0000 2014","2014-12-31 18:24:1200:00","92","","","0","","9","71","","https://twitter.com/Trevornoah/status/550356764936638466","550356764936638466","550356764936638466"
"@NotYourGirly now Im blushing","Mon Dec 29 09:56:16 0000 2014","2014-12-29 09:56:1600:00","11","","","0","","5","0","","https://twitter.com/Trevornoah/status/549504165383536643","549504165383536643","549402864574291968"
"@mgg456 Ive heard it really gets good the 7th time.","Mon Dec 29 09:55:48 0000 2014","2014-12-29 09:55:4800:00","5","","","0","","2","2","","https://twitter.com/Trevornoah/status/549504045908762624","549504045908762624","549463977277673473"
"@JesusKrysta hilarious","Sun Dec 28 08:13:08 0000 2014","2014-12-28 08:13:0800:00","3","","","0","","4","0","","https://twitter.com/Trevornoah/status/549115821348618243","549115821348618243","548931940858884096"
"@paulogvaaco thats great. Ill see you there. Wear something with red so Ill recognise you.","Sat Dec 27 09:17:23 0000 2014","2014-12-27 09:17:2300:00","5","","","0","","3","2","","https://twitter.com/Trevornoah/status/548769603321888769","548769603321888769","548545319894786049"
"Of all the atrocities North Korea has committed, crashing the PlayStation Network is by far the worst. 

#ThisMeansWar","Thu Dec 25 15:35:51 0000 2014","2014-12-25 15:35:5100:00","266","","","0","","42","250","","https://twitter.com/Trevornoah/status/548140069467721728","548140069467721728","548140069467721728"
"@Travon I would appreciate it if you told me what the picture was about so I know whether I want to open it. Merry Christmas.","Thu Dec 25 08:12:20 0000 2014","2014-12-25 08:12:2000:00","4","","","0","","4","4","","https://twitter.com/Trevornoah/status/548028457528352768","548028457528352768","548026339815473152"
"Some people are so ungrateful. Dont choose your gift, just be happy that I got you the Kaiser Chiefs funeral plan.","Thu Dec 25 08:11:25 0000 2014","2014-12-25 08:11:2500:00","356","","","3","","96","418","","https://twitter.com/Trevornoah/status/548028226870972417","548028226870972417","548028226870972417"
"Merry Christmas everyone. May Black Santa bring you all that you deserve.","Thu Dec 25 07:16:04 0000 2014","2014-12-25 07:16:0400:00","354","","","0","","99","280","","https://twitter.com/Trevornoah/status/548014295850946560","548014295850946560","548014295850946560"
"@SavageFire you just got me searching the internet for 30 mins to find out what fleek means.","Mon Dec 22 22:02:01 0000 2014","2014-12-22 22:02:0100:00","16","","","0","","5","2","","https://twitter.com/Trevornoah/status/547150089035456513","547150089035456513","547059393771360256"
"@AshleyD1012 just give me their address","Mon Dec 22 21:58:34 0000 2014","2014-12-22 21:58:3400:00","3","","","0","","1","0","","https://twitter.com/Trevornoah/status/547149223104622593","547149223104622593","547111177390944256"
"@rpiper23 Im glad you enjoyed it. Its still far from being a show though but I had fun with you.","Mon Dec 22 08:48:05 0000 2014","2014-12-22 08:48:0500:00","3","","","0","","1","0","","https://twitter.com/Trevornoah/status/546950288792625154","546950288792625154","546788693047279616"
"@AmahraUK and yet you didnt say hi Also running scared Lol","Sat Dec 20 16:30:02 0000 2014","2014-12-20 16:30:0200:00","97","","","0","","9","29","","https://twitter.com/Trevornoah/status/546341765318316034","546341765318316034","546321213279440896"
"If youre in South Africa, you can get my new DVD filmed in the US. African American. Available at any Musica","Sat Dec 20 16:28:55 0000 2014","2014-12-20 16:28:5500:00","130","","","0","","73","97","","https://twitter.com/Trevornoah/status/546341484832628736","546341484832628736","546341484832628736"
"@therealdeekelly thank you for a great morning and best of luck with the MPs.","Sat Dec 20 16:27:13 0000 2014","2014-12-20 16:27:1300:00","4","","","0","","0","2","","https://twitter.com/Trevornoah/status/546341056795508737","546341056795508737","546291165436596224"
"@ninamundo23 happy birthday Andy. Have a crazy party but dont get pregnant.","Sat Dec 20 16:26:03 0000 2014","2014-12-20 16:26:0300:00","2","","","0","","1","1","","https://twitter.com/Trevornoah/status/546340763039055872","546340763039055872","546311260661620736"
"Like Hannibal Lector RT @missdanibagel: At the end of the day you must just be with someone you find utterly delicious ","Sat Dec 20 16:19:12 0000 2014","2014-12-20 16:19:1200:00","82","","","0","","11","70","","https://twitter.com/Trevornoah/status/546339039045894145","546339039045894145","546339039045894145"
"@LouisHCharles Im so sorry for the time change. Last minute tv shoot threw it off. See you in October","Fri Dec 19 12:24:51 0000 2014","2014-12-19 12:24:5100:00","2","","","0","","0","0","","https://twitter.com/Trevornoah/status/545917678037504000","545917678037504000","545913645084200960"
"Please note, this Sunday my work in progress show at the London Soho theatre has been moved to 5:30pm. Please let yourself know.","Thu Dec 18 13:57:34 0000 2014","2014-12-18 13:57:3400:00","59","","","0","","24","20","","https://twitter.com/Trevornoah/status/545578621365407744","545578621365407744","545578621365407744"
"Christmas dinner with family RT @akaworldwide: Niggas talk shit about you all year then cant say a word to you when they two seats away..","Wed Dec 17 20:23:36 0000 2014","2014-12-17 20:23:3600:00","227","","","0","","68","544","","https://twitter.com/Trevornoah/status/545313380861755392","545313380861755392","545313380861755392"
"The news is dead. RT @TimesLIVE: Woman offers Usher chance to charge his phone inside her vagina http://t.co/VQ1cyBpEx4","Wed Dec 17 08:15:07 0000 2014","2014-12-17 08:15:0700:00","105","","http://bit.ly/1sDvttr","0","","55","144","","https://twitter.com/Trevornoah/status/545130052531519488","545130052531519488","545130052531519488"
"The wind is so crazy today even the cheap weaves are moving","Tue Dec 16 11:39:44 0000 2014","2014-12-16 11:39:4400:00","412","","","0","","141","536","","https://twitter.com/Trevornoah/status/544819158870134784","544819158870134784","544819158870134784"
"@SekonyaneTebogo @fredahernandez @tinusleroux well unless many women won miss world, then I think I used the right word.","Mon Dec 15 11:14:12 0000 2014","2014-12-15 11:14:1200:00","6","","","0","","4","3","","https://twitter.com/Trevornoah/status/544450347188899840","544450347188899840","544430794287349760"
"If I was a boxer my nickname would be Eskom. Because when you least expect it, Id knock your lights out.","Mon Dec 15 10:48:17 0000 2014","2014-12-15 10:48:1700:00","744","","","2","","123","1245","","https://twitter.com/Trevornoah/status/544443821883674624","544443821883674624","544443821883674624"
"South Africa has the most beautiful woman in the world...

Nah, nah, nah nah, nah.","Mon Dec 15 09:56:31 0000 2014","2014-12-15 09:56:3100:00","354","","","1","","119","464","","https://twitter.com/Trevornoah/status/544430794287349760","544430794287349760","544430794287349760"
"@missdanibagel that would really help her self esteem. Even future me doesnt like me lol","Mon Dec 15 09:51:22 0000 2014","2014-12-15 09:51:2200:00","11","","","0","","2","4","","https://twitter.com/Trevornoah/status/544429500420083713","544429500420083713","544420754033737728"
"@CEEKELL1 Ill try pop in around January.","Mon Dec 15 09:12:34 0000 2014","2014-12-15 09:12:3400:00","2","","","0","","3","0","","https://twitter.com/Trevornoah/status/544419734260051968","544419734260051968","544353633412710400"
"Thank you to every single person that came out to support the first ever NationWild Comedy Tour. Now, family time.","Sat Dec 13 13:38:48 0000 2014","2014-12-13 13:38:4800:00","123","","","0","","33","35","","https://twitter.com/Trevornoah/status/543761957854412800","543761957854412800","543761957854412800"
"@lilmisscherbear just buy 1. The nine empty seats around you might be awkward ","Wed Dec 10 21:11:03 0000 2014","2014-12-10 21:11:0300:00","9","","","0","","3","1","","https://twitter.com/Trevornoah/status/542788606830465024","542788606830465024","542786171441795072"
"I wish airport security also ran the lottery because then Id have a better chance of randomly winning.","Wed Dec 10 21:09:23 0000 2014","2014-12-10 21:09:2300:00","457","","","0","","49","289","","https://twitter.com/Trevornoah/status/542788189681758208","542788189681758208","542788189681758208"
"@loyisogola @shakasisulu an uber Driver cant be late. The app just estimates arrival time. Traffic is always a variable.","Wed Dec 10 21:00:26 0000 2014","2014-12-10 21:00:2600:00","11","","","0","","1","4","","https://twitter.com/Trevornoah/status/542785937680252928","542785937680252928","542698566469578752"
"@wilsylvince @AnoshComedian or you can make a cartoon for them.","Wed Dec 10 20:58:32 0000 2014","2014-12-10 20:58:3200:00","4","","","0","","0","1","","https://twitter.com/Trevornoah/status/542785456820080640","542785456820080640","542784915272523776"
"@Monztar thanks Babak.","Wed Dec 10 20:55:19 0000 2014","2014-12-10 20:55:1900:00","1","","","0","","0","1","","https://twitter.com/Trevornoah/status/542784648523153408","542784648523153408","542707517881856000"
"@wilsylvince @AnoshComedian Im not a fighter Im a lover.","Wed Dec 10 20:55:10 0000 2014","2014-12-10 20:55:1000:00","1","","","0","","2","1","","https://twitter.com/Trevornoah/status/542784613517508608","542784613517508608","542699802698317824"
"@akaworldwide you and me both shinji lol. Desmond would be proud of us","Wed Dec 10 01:37:05 0000 2014","2014-12-10 01:37:0500:00","14","","","0","","7","10","","https://twitter.com/Trevornoah/status/542493172371169280","542493172371169280","542110984773840898"
"@LisaGabriel happy birthday. I got you a gift. The gift is the picture not the actual dog. http://t.co/oaCQR1S893","Mon Dec 08 16:25:30 0000 2014","2014-12-08 16:25:3000:00","92","PhotopreviewUrlhttps://pbs.twimg.com/media/B4WK0xGIIAA5NL6formatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/B4WK0xGIIAA5NL6formatjpgnamelarge, typephoto","","0","","23","18","","https://twitter.com/Trevornoah/status/541991971007770624","541991971007770624","541991971007770624"
"@TatsNkonzo well done on your victory my friend Ps: Please can you bring me a parcel from my dads house.","Mon Dec 08 07:49:54 0000 2014","2014-12-08 07:49:5400:00","7","","","0","","1","10","","https://twitter.com/Trevornoah/status/541862215130042368","541862215130042368","541862215130042368"
"@HeatherWatson92 congrats on your win. First, League of their own and now the doubles. #MovingUp","Mon Dec 08 00:04:49 0000 2014","2014-12-08 00:04:4900:00","2","","","0","","0","1","","https://twitter.com/Trevornoah/status/541745173727023104","541745173727023104","541745173727023104"
"@OphiraE I promise to keep watching you Thank you again for a great show.","Sun Dec 07 19:30:41 0000 2014","2014-12-07 19:30:4100:00","3","","","0","","1","2","","https://twitter.com/Trevornoah/status/541676188742451203","541676188742451203","540705545452519424"
