Id,Name,Gender,Age
R386,Freedom,M,20
R387,SirK   ,M,20
R388,The Unsilent Majority,M,20
R389,Led Zep,M,20
R390,Joshua Davis,M,20
R391,NYERINFL4,M,20
R392,Magoo,M,20
R393,Disaffected Elephant,M,20
R394,Salvatore Lucania,M,20
R395,Barbara,M,20
R396,sho2daPan,M,20
R397,Conservatism DNA,M,20
R398,Tim Bryant,M,20
R399,"Mega MAGA Republican Maplefritos, Esq. ",M,20
R400,Pufferfish Populist ,M,20
R401,Mario Areni,M,20
R402,Fernando de la Riva,M,20
R403,Salty Republican Rocker II,M,20
R404,Plaidypus,M,20
R405,Rep. Frederica Wilson,M,20
R406,DiscussWithBob  ,M,20
R407,Jacob ,M,20
R408,Gemini  Vibes,M,20
R409,ALL WE DO IS WIN ,M,20
R410,Dr Malady,M,20
R411,Alex Ballingall ,M,20
R412,Hows she cuttin,M,20
R413,steven,M,20
R414,Hannitys Guilty Conscience,M,20
R415,"Republican Party of Monroe County, WI",M,20
R416,Joseph,M,20
R417,Mary Miller,M,20
R418,,M,20
R419,Terri Green,M,20
R420,OldielocksNmo50,M,20
R421,Maya,M,20
R422,desert redbird ,M,20
R423,JEB,M,20
R424,Rufus the Exile,M,20
R425,UrbanistaRamon,M,20
R426,RepublicanRJL,M,20
R427,brandy rodgers,M,20
R428,Jacob McCandles,M,20
R429,Bill Adler,M,20
R430,Reinforced Human,M,20
R431,Dave  @incogneatos.bsky.social,M,20
R432,The Lawrence Times,M,20
R433,Liquor Pickled,M,20
R434,Sunshiny,M,20
R435,TRG,M,20
R436,Psalm Bravo,M,20
R437,BounceHouseGrillin,M,20
R438,Ohiomom,M,20
R439,YourMothersMustache,M,20
R440,LisaFLA8,M,20
R441,rareone,M,20
R442,Popitics,M,20
R443,Daniel Reid,M,20
R444,San Mateo County Republican Party,M,20
R445,Carolyn Hinds  FreePalestine CongoInCrisis,M,20
R446,Captain Caveman,M,20
R447,Truthstorm for America -WE ARE THE NEWS,M,20
R448,NTD News,M,20
R449,Kei,M,20
R450,Andy Sappington,M,20
R451,Monica Hendricks,M,20
R452,Munso Kahn,M,20
R453,ABrown,M,20
R454,LibertyFreedom,M,20
R455,John Armentrout,M,20
R456,Paul,M,20
R457,adam davis,M,20
R458,dogmatic 556,M,20
R459,OregonRancher  @oregonrancher.bsky.social,M,20
R460,Tyler Block ,M,20
R461,Tracking the Australian Right Wing,M,20
R462,The Lion,M,20
R463,Titmouse ,M,20
R464,,M,20
R465,DatChiGuy,M,20
R466,Alexandre Saradjian,M,20
R467,True Red Republican,M,20
R468,GuardianAxiom,M,20
R469,Republican Llama ,M,20
R470,Princess Buttercup II,M,20
R471,L ,M,20
R472,TRT Afrika,M,20
R473,KatLadyNE,M,20
R474,Andrew Smothers,M,20
R475,Republican Mom,M,20
R476,Jim Bouse,M,20
R477,,M,20
R478,bbsaabaru,M,20
R479,Just1Conservative,M,20
R480,Rob,M,20
R481,Regina Dramatica  ,M,20
R482,KAMI,M,20
R483,Whit,M,20
R484,ChainSnacha ,M,20
R485,Rusty Rockefeller,M,20
R486,Ben,M,20
R487,Donnell Williams,M,20
R488,Awake Patriot,M,20
R489,Epic,M,20
R490,Xavier Rojas,M,20
R491,VitaroSSJ,M,20
R492,Kimberly Moore,M,20
R493,Rob C,M,20
R494,Lain  oh my my my ,M,20
R495,High Horse,M,20
R496,Lori LMNLA,M,20
R497,Rick Atkinson,M,20
R498,Susan Robbins,M,20
R499,CTW,M,20
R500,Thomas Anderson,M,20
R501,Angry Husky,M,20
R502,XRPJourney,M,20
R503,Michael Drew ,M,20
R504,JustJW,M,20
R505,MarCare,M,20
R506,FinanceFeeds,M,20
R507,Momma,M,20
R508,urmotha,M,20
R509, ,M,20
R510,Gods Nunchuks,M,20
R511,S Robinson ,M,20
R512,Connor,M,20
R513,bbuckley,M,20
R514,Wind Info,M,20
R515,LawOrder ,M,20
R516,TheNakedTruthReport,M,20
R517,Ken Rush,M,20
R518,Steve-o,M,20
R519,Creamy Giblets,M,20
R520, THE WAC ,M,20
R521,The Generalissimo,M,20
R522,Better Scotusblog,M,20
R523,Cody,M,20
R524,Paul G,M,20
R525,James Mullen,M,20
R526,B.W. Macky,M,20
R527,Dylan Heflin,M,20
R528,Josh Stine Sr.,M,20
R529,1stBitcoin,M,20
R530,The Conservative American Peruvian roots,M,20
R531,John Fulton,M,20
R532,falconeddie9,M,20
R533,Maya Ezra,M,20
R534,some other jeff,M,20
R535,Ron Logue,M,20
R536,West Virginia Watch  bsky @westvirginiawatch.com,M,20
R537,Rebecca W,M,20
R538,Guylaine,M,20
R539,The Guardian,M,20
R540,danee010.stx,M,20
R541,Kristopher Williams,M,20
R542, Ruth  Taylor ,M,20
R543,D B Brown,M,20
R544,chalkboard teacher,M,20
R545,vamos,M,20
R546,Jon for President Trump- MAGA REPUBLICAN ,M,20
R547,XboxLive Republican,M,20
R548,SneakyBeaky,M,20
R549,Optimistic Prime,M,20
R550,James Anderson,M,20
R551,Yikes,M,20
R552,Douglas Baggett,M,20
R553,Marianne,M,20
R554,Robert Nelson,M,20
R555,M U G A I N B I O,M,20
R556,Dan,M,20
R557,Windmill Measles,M,20
R558,Boudreaux,M,20
R559,Randy Ingram,M,20
R560,Do You Grok ,M,20
R561,Pat Pat is short for Patricia,M,20
R562,Goose,M,20
R563,Politic-tees,M,20
R564,cathy Lynne,M,20
R565,Mitchell,M,20
R566,Maggie-Mae ,M,20
R567,Bigheavy3413,M,20
R568,PhanpyPampy,M,20
R569,305Votes,M,20
R570,HonestLee2020,M,20
R571,Jcon1,M,20
R572,People are finally waking up to Republican B.S.,M,20
R573,Marymarge,M,20
R574,PJ  Fightn the daily diatribe,M,20
R575,Normal,M,20
R576,True Patriot Voice,M,20
R577,WorleyGIG,M,20
R578,Bonjolee ,M,20
R579,CEG3,M,20
R580,Imal Oser,M,20
R581,BBsMom2003 ,M,20
R582,John Joyce Stan,M,20
R583,Zophie,M,20
R584,Angie Guthrie,M,20
R585,Suzanne@cookinmaama,M,20
R586,maths tutor 20,M,20
R587,Gary L Shults,M,20
R588,Tha Kaptin,M,20
R589,Marguerite Fair Talk Show Artist,M,20
R590,Every circus needs a Carney,M,20
R591,annie1946,M,20
R592,Papo,M,20
R593,P0tH3adPun15her92 On XBL,M,20
R594,Dripdrip,M,20
R595,jwmgregory,M,20
R596,Moby Dick,M,20
R597,rdr ,M,20
R598,Al Carbo,M,20
R599,Republican Women of Mercer County ,M,20
R600,RobJ5731,M,20
R601,Delbert Earl Myers,M,20
R602,Jerm,M,20
R603,Otto,M,20
R604,Roscoe The Republican,M,20
R605,Ginny Fidler ,M,20
R606,Charles Chiedu,M,20
R607,ideogenetic,M,20
R608,The Bear Pundit,M,20
R609,Barkley,M,20
R610,Sixbeats,M,20
R611,Sabrina,M,20
R612,sparkles,M,20
R613,kelly flowers,M,20
R614,A,M,20
R615,Flashygalflushing ,M,20
R616,59Corvette,M,20
R617,OverBenthousand,M,20
R618,Second Hand News 45-47,M,20
R619,Dusty Bootes,M,20
R620,JackSplatt,M,20
R621,CommonSense,M,20
R622,Freedom Sticks,M,20
R623,conservative Republican Veteran,M,20
R624,Its X MF,M,20
R625,Malcolm C,M,20
R626,Sara Tonyn,M,20
R627,MaryJoanParc,M,20
R628,Bruce Thomson,M,20
R629,Meghan ,M,20
R630,Republican Party of Duval County,M,20
R631,HairyLip,M,20
R632,Dennis Smith,M,20
R633,Tim Wirtz,M,20
R634,ShermansMarch,M,20
R635,Joyreaper,M,20
R636,Hachi,M,20
R637,Roberto Rodriguez,M,20
R638,nikka,M,20
R639,Based Media,M,20
R640,X-tangot296,M,20
R641,Republican Reflections,M,20
R642,The Patriot Hammer,M,20
R643,David Timmons,M,20
R644,Shane Bagley,M,20
R645,Robert L Morgan,M,20
R646,Carol Hopke     carolhopke.bsky.com ,M,20
R647,mordicai,M,20
R648,Resist hateful GOP policies,M,20
R649,Life is School/Former Republican Mark 12:28-31,M,20
R650,Joseph Frusci,M,20
R651,Lily INDIGO   ,M,20
R652,Ted B,M,20
R653,MinnieDArc,M,20
R654,Ben Idan,M,20
R655,Brian Hahn,M,20
R656,GGT,M,20
R657,Banana Republican,M,20
R658,Edward Lovelock,M,20
R659,Tyler Chacon,M,20
R660,TheRealTPaine,M,20
R661,Swamp Monster,M,20
R662,Mr. Bob ,M,20
R663,Mel J,M,20
R664,Doug Michalek,M,20
R665,Ralph Hartman,M,20
R666,Brian Riley,M,20
R667,kp,M,20
R668,ProudRepublican99,M,20
R669,.,M,20
R670,yorkshirepud,M,20
R671,Allan Margolin,M,20
R672,john doe,M,20
R673,Auston Bunsen,M,20
R674,Sharp stick in the eye,M,20
R675,TK-422 Currently-At-My-Post,M,20
R676,yaminashi,M,20
R677,rabidnarcissists,M,20
R678,Jamie Sears,M,20
R679,Jack H. Knox,M,20
R680,Ann Meyerno blue checkrepublican,M,20
R681,Sumner,M,20
R682,Thomas Lenigan,M,20
R683,Antonia Harris/Walz 2024,M,20
R684,Onliesteverwho,M,20
R685,Ashley Cox,M,20
R686,Victor Stater,M,20
R687,MiddleAmericaMS  ,M,20
R688,,M,20
R689,xbaysiebs,M,20
R690,Debbie,M,20
R691,Rawhisk,M,20
R692,bkresistor,M,20
R693,Let Freedom Ring,M,20
R694,Ed T.,M,20
R695,GatewayMAGA,M,20
R696,"Electile Dysfunction, M.D.",M,20
R697,Titan,M,20
R698,Shawn the Plumber ,M,20
R699,Talt 3rd of his Name,M,20
R700,HardDaysNight,M,20
R701,A K Noorian,M,20
R702,Mike Coombs,M,20
R703,I. Cutchacockov,M,20
R704,whoopsie,M,20
R705,Dave Koch,M,20
R706, ,M,20
R707,Goo,M,20
R708,Super Panican Bro,M,20
R709,mark toner,M,20
R710,Metacore GX,M,20
R711,The Father of All Dad Jokes,M,20
R712,Loggerhead,M,20
R713,,M,20
R714,The Civil Liberal,M,20
R715,Rod Carrillo,M,20
R716,jordan.,M,20
R717,catsrule,M,20
R718,TheCharmingAvenger,M,20
R719,Democratic Republican PH     ,M,20
R720,Gary Shockley,M,20
R721,Individual1Tower,M,20
R722,randy hess,M,20
R723,,M,20
R724,Justice is Served,M,20
R725,SaltyGonads,M,20
R726,Mike,M,20
R727,DoubleOCause,M,20
R728,TheBigMan,M,20
R729,Clinto Pete,M,20
R730,Kurt,M,20
R731,Tyler Boliver,M,20
R732,MissMarz1776,M,20
R733,Fritz B Flarko,M,20
R734,EZ Rider,M,20
R735,Pseudoknotted ,M,20
R736,Shirley Hinze for WI 6th Assembly,M,20
R737,David G Brown,M,20
R738,JSTaylor,M,20
R739,LIGHTNINGLADY36,M,20
R740,Katherine Turay DM,M,20
R741,Steven O ,M,20
R742,LMCANE,M,20
R743,Carolina  Libertas ,M,20
R744,"Randall Wiggins, IV",M,20
R745,djconn,M,20
R746,Florence,M,20
R747,TsarWil0,M,20
R748,Rhys,M,20
R749,Mike White,M,20
R750,Republican Canadian Girl,M,20
R751,Donna,M,20
R752,SMf Concwest,M,20
R753,Elicia Brand IStandWithIsrael.,M,20
R754,Mario Cruisin,M,20
R755,BrenHeath,M,20
R756,Bonnie O,M,20
R757,SDB007,M,20
R758,Cyber Optimus One,M,20
R759,Shelly,M,20
R760,George Mokray,M,20
R761,ConservativeGirl,M,20
R762,"William D. Gill, Sr.",M,20
R763,JGalt,M,20
R764,HaShems Favorite Son,M,20
R765,Cherry Cola,M,20
R766,Just Alice,M,20
R767,wethepeoplealaska,M,20
R768,Mike D.,M,20
R769,Dash Dobrofsky,M,20
R770,Donna Laws,M,20
R771,An Phoblacht Bhocht ,M,20
R772,RemV,M,20
R773,Liberty Union,M,20
R774,RepublicanVET,M,20
R775,Kurt  R PA ,M,20
R776,Joshua@Seattle,M,20
R777,The Puerto Rican Talking Head,M,20
R778,Never voted for a republican,M,20
R779,555Ego,M,20
R780,Lukas Swanson,M,20
R781,x a n d e r,M,20
R782,K-Money Talks Politics,M,20
R783,Jambug McClain,M,20
R784,TheFixx,M,20
R785,stschryer,M,20
R786,gorgia blue,M,20
R787,,M,20
R788,Deanna Frabotta,M,20
R789,Bennett Finfluencer,M,20
R790,PWspoon,M,20
R791,Kevin Kershner,M,20
R792,TuscanVines ,M,20
R793,ZAMZAM NEWS,M,20
R794,Rhonda Gregory,M,20
R795,GrindGod,M,20
R796,Charles BisbeeMD,M,20
R797,Sean Kress,M,20
R798,Golf Fan,M,20
R799,Michael Cribbs,M,20
R800,Oliver Darko,M,20
R801,Yes,M,20
R802,ConnollyistRager,M,20
R803,poleticks,M,20
R804,Geery,M,20
R805,"Kamala is the Nominee. , LetsWin @KHive",M,20
R806,Damian Sloan,M,20
R807,Travis,M,20
R808,fresafresca,M,20
R809,Nuclear Dave,M,20
R810,DyzygySyzygy,M,20
R811,Iowa Young Republicans  ,M,20
R812,Gaga Took a Sharp Fucking Left,M,20
R813,Phillip McHawk,M,20
R814,Neal Williams,M,20
R815,RepublicanDore,M,20
R816,Ziggyfly Jen ,M,20
R817,Kirk Watson,M,20
R818,Rose RepublicanNative Floridian,M,20
R819,Republican Zoomers and Millennials,M,20
R820,JD Wood,M,20
R821,Nancybf,M,20
R822,Angry Beast @angrybeast@digitalcourage.social,M,20
R823,Justin Higgins,M,20
R824,im bald and hysterical and i cannot be trusted,M,20
R825,Juan F. Torres III,M,20
R826,Ron Hunte,M,20
R827,Pragmatic Thinking,M,20
R828,Darren Mayle,M,20
R829,rennygames,M,20
R830,JA Tell,M,20
R831,SearchCz,M,20
R832,Damage Control,M,20
R833,rikard nilsson,M,20
R834,Mariana,M,20
R835,Bob,M,20
R836,Angel resists,M,20
R837,taxpayinmercan,M,20
R838,matthew calderoni,M,20
R839,Carlos P.Teixeira,M,20
R840,John Cutler,M,20
R841,james tucker,M,20
R842,Augusta Trueluck,M,20
R843,henrypillsbury,M,20
R844,Mr. Controversial ,M,20
R845,HappyNana,M,20
R846,Karin Charmley.BIDEN/HARRIS ,M,20
R847,Kyheim,M,20
R848,Mike Belcher,M,20
R849,Publius Bellicus,M,20
R850,Black Butterfella  MitiEve,M,20
R851,MrDanMan48,M,20
R852,Robert Knox republican,M,20
R853,Alan Dershowitz,M,20
R854,Briana,M,20
R855,mama T ,M,20
R856,Dianne Kirk,M,20
R857,Michael W. Bunner,M,20
R858,Reecey,M,20
R859,Lady J,M,20
R860,Arrest Trump ,M,20
R861,lanny woods,M,20
R862,I Voted For This ,M,20
R863,Eric Schwartz,M,20
R864,Millennial Bellwether,M,20
R865,John Nobles,M,20
R866,Robert Rodgers,M,20
R867,MAGA Republican,M,20
R868,Stand4FlagNA,M,20
R869,Ernest A. Canning,M,20
R870,Cleon,M,20
R871,Forrest McPherson,M,20
R872,Chris Meyer,M,20
R873,2025 NYC City Council D1 Republican Party,M,20
R874,ThePersistence,M,20
R875,Francisco Villanueva,M,20
R876,721waves ,M,20
R877,Den Lusk,M,20
R878,Trumpster007,M,20
R879,James Breen,M,20
R880,Edlaff,M,20
R881,"Terry Varkony, PhD",M,20
R882,@Firefinger,M,20
R883,MeidasTouch,M,20
R884,Hans Gruber the Great,M,20
R885,Brian Conway,M,20
R886,Neal McCarthy,M,20
R887,Saint Jane,M,20
R888,Laura Madden,M,20
R889,BrooklynDadDefiant,M,20
R890,HoleePokes,M,20
R891,Henry Gallucio,M,20
R892,rosesarered,M,20
R893,JasonMiller,M,20
R894,DareL,M,20
R895,Populist Republican,M,20
R896,Darla Sloan,M,20
R897,GortRules,M,20
R898,Samuel Taylor,M,20
R899,Republicanhypocrisy,M,20
R900,jason chen,M,20
R901,Mazama,M,20
R902,Moe Dimanche,M,20
R903,Robert Luther,M,20
R904,Keith McCreary,M,20
R905,Bombukei,M,20
R906,Marion Cobretti,M,20
R907,Practical Joe,M,20
R908,Jay,M,20
R909,therealjec71,M,20
R910,Dawn Smejkal,M,20
R911,Judy J,M,20
R912,dmjustify66,M,20
