"UserId","PostId","TimeStamp","Content"
"D78","P78","0","@johnastoehr Do not understand elected prominent democrats throwing Biden to the curb, when all they have to do is support #BidenHarris2024  knowing, should anything happen to Biden, Harris is ready amp able to step in.
#BidenHarris2024ToSaveDemocracy #VoteBlueUpAndDownBallot 
We will win."
"D79","P79","0","#Gaza stories : Losing the unique son ...

#Biden enabled this and #Israel did it..

#GazaGenocide 
#BidensBloodbath 
#Bidenisawarcriminal 
#Biden2024 
#BidenHarris2024 
#BidenHasBloodOnHisHands 
#IsraelisATerorrist"
"D80","P80","0","@RepAdamSchiff 
Californians had your back amp you  stabbed us in ours. 
Your lack of loyalty is disgraceful. 
Joe Biden is the only thing standing between us amp the total decimation of democracy. 
#BidenHarris2024"
"D81","P81","0","@DrDinD I Know JOE
I Trust JOE
MY Fellow DEMOCRATS 
#BidenIsAGreatPresident 
And YES DOC...
IT IS A  KNOWN  FACT
JOE BIDEN GETS SHIT DONE 
#BidenHarris2024 https://t.co/RTAHpIFYMv"
"D69","P82","0","We CAN do hard things,
when some of our party stops being spineless.

#BidenHarris2024"
"D83","P83","0","@Lovinthe808 I have always voted democrat ticket, and definitely wont stop now Biden all the way #BidenHarris2024ToProtectAmerica"
"D84","P84","0","This is why Biden will win We have people on the ground like this man. #BidenHarris2024"
"D85","P85","0","@NewsHour Thank you President Biden.   This guy knows how to strike bipartisan deals that help each and every American 

#BidenHarris2024"
"D86","P86","0","@MarkInColumbo @moabbikr @CoachZachSmith #BidenHarris 
#BidenHarris2024 
#BidenHarrisToSaveDemocracy 
#BidenHarris2024ToProtectAmerica 

This Veteran is #VotingBlue #TopToBottom darlin"
"D7","P87","0","Im riding with Biden all the way to the voting booths in November 2024. Move out of the way, naysayers  #StillRidingWithBiden2024  #RidingWithBiden #BidenHarris2024 #Biden2024"
"D88","P88","0","@HouseDemocrats Tell your caucus to show some backbone and stop doing the work for the GOP. #BidenHarris2024"
"D89","P89","0","Republicans: Joe Biden has Dementia - he is an old man on his last leg.
Also Republicans - Biden was the mastermind of a USSS plot to take out Trump. He is an evil Genius
Newsflash MAGA morons: Biden cant be BOTH at the same time 
#TrumpIsNotFitToBePresident 
#BidenHarris2024"
"D90","P90","0","I supported @ewarren.  She had a plan for everything.  Remember when the most competent person in the race lost her own home state in the primary  For the Dems wanting Biden out, whats your PLAN  Serious question.  Convince me.  Otherwise, #Enough #BidenHarris2024"
"D91","P91","0","@TeaPainUSA Ridin With Biden 
#BlueWave2024 #BidenHarris2024 #NAFO https://t.co/VdzQvstvFr"
"D92","P92","0","@RpsAgainstTrump The DNC will have polls that show a bump for Biden/Harris.

and no one else.

#BidenHarris2024 
is our ticket.

we will not be disenfranchised."
"D93","P93","0","Rep. Adam Schiff calls on Biden to drop out of election contest, warns of losing Congress https://t.co/I1tX0WSFTJ Shameful. If we lose the election, cowardly Democrats will have noone to blame but themselves. #BidenHarris2024 #Wednesday"
"D94","P94","0","@RepAdamSchiff - I am so mad at myself for my past support of you.  #BidenHarris2024ToProtectDemocracy 

You know that.  I am disgusted by your lack of loyalty to Biden, to the voters who voted for him already, and to democracy."
"D95","P95","0","@RpsAgainstTrump @GenGrant @RepAdamSchiff 
I was a sure vote for your Senate run
Until now
Youve betrayed me 
BIDEN CAN BEAT amp WE WILL VOTE FOR HIM
But youre a Coward
I will NEVER Vote for a Coward
#BidenHarris2024"
"D96","P96","0","Biden Says Hed Consider Dropping Out if a Medical Condition Emerged https://t.co/5v1fBqmhtD

Medical conditions started to appear years ago 
@TheDemocrats 
#BidenHarris2024"
"D97","P97","0","HOLD THE LINE, @JoeBiden WE GOT YOU 
#Biden2024 
#BidenHarris2024 
#RidingWithBiden 
#RidinWithBidenHarris2024"
"D98","P98","0","@AmyLynnStL @RepAdamSchiff As my sainted nana used to sayYou never switch horses midstream. Biden is literally the only person who can defeat Trump. Im voting #BidenHarris2024 "
"D99","P99","0","#AbortionIsHealthcare #BidenHarris2024 #Biden2024"
"D100","P100","0","@NewsHour Californians make up 23 of 14.2 million primary voters and if my calculation is right, nearly 20 of pledged delegates who chose Biden as their candidate @RepAdamSchiff just disenfranchised fellow Californians. Duplicitous and not democratic. #BidenHarris2024ToProtectAmerica"
"D101","P101","0","

#VOTEBLUETOSTOPTHESTUPID   #Shooter #Staged #RepublicanParty #DonaldTrump #SecretService #Trump #DiaperDon #OrangeJesus #Pennsylvania #HowCouldYouMiss #DemVoice1 #BidenHarris2024 #GOP #TrumpIsNotFitToBePresident #TrumpAssassinationAttempt #TrumpsProject2025 #Project2025"
"D99","P102","0","The only thing Trump writes at 10pm is a narcissistic, dictator-wannabe, hate-filled, raving lunatic Tweet. Oh, Im sorry. Truth. 
#BidenHarris2024 #Biden2024 #TrumpAssasinationAttempt #TrumpPedoFiles #TrumpIsNotFitToBePresident #TrumpIsProject2025 #Trump2024"
"D103","P103","0","@WalshFreedom We know that President Biden pulled America back from the brink of collapse amp he is getting shit done for Americans.
We voted for him in the primaries amp there is no way in hell we can flip candidates at this point.
He beat Trump before amp he will beat him again.
#BidenHarris2024 https://t.co/pDbE6bp3Az"
"D104","P104","0","@MSNBC Hey @RepAdamSchiffwhat happened to We the People
Are you listening to those who voted for you Were backing President Biden .
Or have you decided to put powermoney over our country 
To say Im shocked and disappointed is an understatement
#BidenHarris2024"
"D105","P105","0","@Juliest101 Be careful what you wish for.  #Trump2024 #BidenHarris2024"
"D106","P106","0","I dont think its helpful to keep harping on President Biden to step down. Representatives should not be negating what voters have voted for. Theyre not the final arbiters Start campaigning to get out the message and the vote #BidenHarris2024"
"D107","P107","0","@tify330 Im in PA. Montgomery County, the 3rd largest county--Philly burbs. Weve had a Biden field organizer on Zoom calls with township-level Democratic committee the past 2 nights. New or lapsed Dems showing up on calls and canvasses. We are re-electing #BidenHarris2024."
"D92","P108","0","@JillFilipovic Dont buy into this panic. 
polls always favor the convention nominee while they are going on
Biden will have his bump too.

#BidenHarris2024"
"D109","P109","0","1/ Trump chose JD Vance as his running mate because Vance will enable Trumps extreme MAGA agenda, even if it means breaking the law and harming Americans. #BidenHarris2024"
"D110","P110","0","Overcome all weaponization of gop election suppression , vote count has to be 100,000,000 #BidenHarris2024 #VoteBlueDownBallott  #TrumpsProject2025 will destroy the United States of America. 
This mania of whatever the hellscape of Heritage Foundation posing as gop convention"
"D111","P111","0","#TrumpIsNotFitToBePresident #TrumpIsProject2025 #Biden2024 #BidenHarris2024 #BidenHarrisToSaveDemocracy Please retweet this."
"D112","P112","0","@AdamSchiff Adam Schiff, you are a HUGE DISAPPOINTMENT. There is no one better than Joe Biden to run on the Democratic ticket amp no one better to lead our country. Youre a traitor amp you should drop out, let Katie Porter in. #BidenHarris2024"
"D99","P113","0"," Agreed. Oh no. I agreed with DeSantis. #BidenHarris2024 #Biden2024 #TrumpAssasinationAttempt #TrumpPedoFiles #TrumpIsNotFitToBePresident #Trump2024 #TrumpIsProject2025"
"D114","P114","0","@Abbeth @BaddCompani @RepAdamSchiff @PatRyanUC @jahimes Im With @BaddCompani 
#BidenHarris2024ToProtectDemocracy"
"D115","P115","0","@AdamSchiff Im with President Biden get on board or get out of our way #BidenHarris2024"
"D116","P116","0","Agreed #BidenHarris2024 Im sick of all these racists and ageists telling him to resign  Biden is staying in haters"
"D117","P117","0","@BGThompsonMS Too late in the race to change horses, too late in the campaign to change candidates.
Everyone Democrats, Independents, and even Republicans needs to focus on Biden/Harris winning this election to defend out Constitution, our rights, and our democracy.

#BidenHarris2024"
"D118","P118","0","Hop on the Biden/Harris train or get the fuck out. The time for your temper tantrum is over. Do you want to live in a Neo Christian Theocracy #BidenHarris2024"
"D119","P119","0","@ConnieCassidy67 @harrisonjaime I second this. Biden is the ONLY democrat I trust to defeat the fascist threat that the lying convicted felon, rapist, and pedophile represents. They need to knock it off right now. #BidenHarris2024 #BidenHarrisToSaveDemocracy https://t.co/0xzwJxoqM6"
"D120","P120","0","@SpeakerPelosi 
@POTUS44 
@RepAdamSchiff 
Stand fast with Biden Listen to the great Rachel Bitecofer. #BidenHarris2024 "
"D121","P121","0","@HouseDemocrats @SenateDems @RepAdamSchiff @clairecmc @SpeakerPelosi @DNC @harrisonjamie 

If every sport team acted like this they would never win.
Support Biden
This weak pathetic he cant win crap is BS  We have our ticket
Now we need to #FightFightFight

#BidenHarris2024 https://t.co/rw3Xrk5o9C"
"D122","P122","0","@QasimRashid trump PUTIN amp MAGA are and will be pulling out all the stops, performing all the stunts, creating all the CHAOS and FEAR to get us to vote trump. Only going to GET WORSE amp more INTENSE. False flag events are one of them. DONT FALL for it. IGNORE the NOISE.
#BidenHarris2024"
"D123","P123","0","THIS
STOP WHINING FOLKS AND GET TO WORK.
We have but one job to do and that job is the 
re- election of President Biden and VP Harris
#BidenHarris2024"
"D124","P124","0","Everyone deserves their own bank amp Joe Biden has a plan for that. Its a dumb plan but you shouldnt be surprised. He loves you LatinX folks, by the way. #BidenHarris2024 https://t.co/y9jsgmokTg"
"D125","P125","0","@VitaminDeon Same Here
Im #VoteBlue
#BidenHarris2024 
BIDEN BACKED SCHIFF
SCHIFF NOW MAGA

When Republicans lacked the courage to stand up to the most unethical president in history, they consoled themselves by attacking those who did. Im not backing down

https://t.co/mmgkMqQmdr"
"D126","P126","0","@WOLFwisdom58 @eddsmitty That monkeys face said This bullshit again Which is how I feel about these Democrats demanding Biden step down, even though they knew he was old over a year ago and said nothing.  #StopTrumpsProject2025 #BidenHarris2024 #VoteBlueDownBallott"
"D127","P127","0","@MaggieHca @steffieweffie @inminivanhell #BidenHarris2024"
"D128","P128","0","#RidenWithBidenHarris2024 #RidenWithBiden #Biden2024 #BidenHarris2024ToProtectAmerica #BidenHarris2024ToProtectDemocracy"
"D129","P129","0","Trump Is Not Fit To Be President Shirt
#TrumpIsNotFitToBePresident #TrumpIsProject2025  #BidenHarris2024 #biden
https://t.co/lP9QWM1fCw"
"D130","P130","0","@yashar Adam and Eve will never make it to the Whitehouse as POTUS and FLOTUS. He will only be an invited guess of the Bidens. Turncoats lose every time. #BidenHarris2024"
"D25","P131","0","@TheUSASingers Im #StillRidingWithBiden2024 
#BidenHarris2024 "
"D132","P132","0","@MissesDread Its President Biden, everyone.
#Biden2024 
#BidenHarris2024 
#BidenHarrisToSaveDemocracy 
#PresidentBiden"
"D133","P133","0","@DogginTrump You know the GOP has scandals ready to drop on any replacement and they dont care if theyre true or not. The closer to the election the less time to counteract their lies. Theyve been trying this with Biden for years and have nothing. #BidenHarris2024"
"D134","P134","0","@ezraklein Im riding with Biden #BidenHarris2024"
"D135","P135","0","@mjfree I do.  But do not one of us think, we got this, sit back, amp fail to vote.  The landslide comes when all who know Biden is so much the correct choice, and voices that choice via a ballot.
#BidenHarris2024"
"D136","P136","0","@AmyLynnStL Nope. Voting for Biden. #BidenHarris2024"
"D137","P137","0","And how do you feel about it  Are you ashamed 
@dominicw @dfinity #ICP #Dfinity #icparmy #8yearsgang #BidenHarris2024 #Biden2024 #Trump2024 #MAGA https://t.co/Cdgkc9gHZs"
"D138","P138","0","@catturd2 #PresidentJoeBiden  #Biden2024 #BidenHarris2024 #VoteBlue2024 #TheBigGuy #Brandon2024 #Vote2024 #MAGABlue #DemocraticParty #DNC  #GetOutTheVote #Biden #BLUEMAGA #46th 

President Biden will have my vote again. https://t.co/tmNyXZLwxB"
"D139","P139","0","@costareports @TeamPelosi  as a voter it didnt  feel good to have rug pulled out from under us - Rep Schiff didnt consult with 14 million democratic primary voters in the Biden coalition either. We need your voice today to support for #BidenHarris2024"
"D140","P140","0","@hilaryr Ya know, if we all vote for Biden, hell win, right
Maybe stop mucking up the waters and put your support behind the ticket we ALREADY VOTED FOR.
#BidenHarris2024"
"D141","P141","0","Im #BidenHarris2024 ALL the way. Why Because Bidens STILL doing a kick-ass job. Hes got a grueling schedule that Trump never had even when he was in the White House. By all indications, Biden IS the one who can and will beat Trump again, even though theyre BOTH aging. 1"
"D66","P142","0","@LePapillonBlu2 Biden is the path to stopping Project 2025
#BidenHarrisToSaveDemocracy 
#BidenHarris2024 https://t.co/gjijMUigZA"
"D143","P143","0","#Democrats force out lawbreakers.

#Republicans nominate them for president.

#BidenHarris2024 #TrumpAssasinationAttempt #Trump2024 #TrumpIsNotFitToBePresident https://t.co/v5Xwv9K4D5"
"D144","P144","0","BREAKING: The Dow Jones has passed 41,000 for the first time in its history. Inflation is cratering. Costs for groceries, gas, amp housing are plummeting.
The Biden economy is roaring
Thanks President Joe Biden @potus
#BreakingNews #joebiden2024 #BidenHarris2024 #USA #america https://t.co/mQYEnNz4oP"
"D145","P145","0","#BidenHarrisToSaveDemocracy 
#BidenHarris2024 https://t.co/bVI8LeXnbp"
"D146","P146","0","#Trump2024
#BidenHarris2024 #TikTok https://t.co/h4zgjxuvC9"
"D147","P147","0","#BidenHarris2024 polling going up while bedwetting #Democrats keep crying for Biden to step down.

What is their true motive

#TrumpIsAnExistentialThreat 
#TrumpIsNotFitToBePresident"
"D125","P148","0","@RepAdamSchiff STEP DOWN SCHIFF I admired you  the most in US House, Then you call the criminal President Trump, not Former, Just before you ask OUR PRESIDENT Biden to DROP OUT  HELL NO

WHERE ARE YOU At PUTINS MANSION

#BidenHarris2024 
#VoteBlueDownBallott

https://t.co/VVWDxiyiCM"
"D149","P149","0","#bleachblondbadbuiltbutchbodies #clones #MAGA #Trump2024 #BidenHarris2024 #GOPDomesticTerrorists #GOPWomen https://t.co/GrkZqCHBec"
"D150","P150","0","A vote for Biden IS a vote for Kamala. #BidenHarris2024ToSaveDemocracy"
