Id,Name,Gender,Age
R90,Proud Latina Republican,,
R91,Andrew McAdoo,,
R92,Deborah Tilden,,
R93,Jeep guy,,
R94,Thomas Consolo,,
R95,Carolyn Sutton,,
R96,jade????????????????,,
R97,AKA DeeK,,
R98,FreedomFighter,,
R99,CommonSenseWA ????,,
R100,Lisa Miller,,
R101,Rebecca Taylor,,
R102,Gtmag10,,
R103,D Osborne,,
R104,Booker G. Washington,,
R105,River Jensen????,,
R106,Holly,,
R107,Carson Carpenter,,
R108,The Masterclass????????,,
R109,Donna ??????,,
R110,Onika Tanya Maximoff ????,,
R111,House of Fire and Blood,,
R112,VFG Movie Reviews,,
R113,MAD LIB,,
R114,Cuddles (Doctor G),,
R115,Gregor Hast ??,,
R116,THM,,
R117,R Thomas Behnke,,
R118,Oso Republicano,,
R119,NY Persona Fans who are Republican Caucus ????,,
R120,Kal - Let's make character matter again.,,
R121,VOTE ???? ??????????,,
R122,Susan,,
R123,David Jon’ny Locke,,
R124,Ungovernable ????,,
R125,Arguably Wrong,,
R126,Janey Kopecky,,
R127,Mary Jane Anderson,,
R128,LoveLucy ????????????,,
R129,in their way,,
R130,Kara Dreamer,,
R131,THANK YOU MR. MUSK,,
R132,Mike Heffernan,,
R133,Em Cohen gazafunds.com,,
R134,Linda Greene,,
R135,Hannahlehigh,,
R136,TheBlueEyesWhiteAccountantCard,,
R137,stkbacca@att.net,,
R138,Sammy Marble,,
R139,Terry MAGA????????,,
R140,E-MOW-G,,
R141,Snap Crackel and Pop 86,,
R142,Ritch Barron,,
R143,Don’t tread on me,,
R144,Richland County Democratic Party,,
R145,Jay Rogers ???????????????????,,
R146,Daniel Bragg,,
R147,Florida Federation of Republican Women (FFRW),,
R148,Your Independent Voice,,
R149,Mike Garcia Stan,,
R150,TIM Ray,,
R151,Shari,,
R152,DM,,
R153,ForAmerica,,
R154,Vindex,,
R155,DADDIEK,,
R156,Darth Vexitus,,
R157,John Arnold,,
R158,The Angry Patriot,,
R159,Jahhh????,,
R160,Mary Miller Stan,,
R161,amerikanexile,,
R162,Russ,,
R163,Dave Hale - Concerned Republican,,
R164,Stephanie Dennis,,
R165,Dr. AJ Chrysanthemum,,
R166,BELLADONNA SAYS...,,
R167,Robert Watkins,,
R168,ZBreakingNewz,,
R169,"Son of David, Servant of The Most High",,
R170,Calicocaleb,,
R171,Jim Sheehy,,
R172,Kintaro.03,,
R173,?????????????????????????????????Women’sRights!,,
R174,Forsyth County Republican Party,,
R175,Joe mama,,
R176,AJ Kerbel (Disabled Republican Vote Red),,
R177,Robert MacIntosh,,
R178,Sherman Putterman,,
R179,Seán Kennedy ????,,
R180,LeikusOrNot ????????????????????????????,,
R181,Michael_USA20 ??????????,,
R182,Spunky0613,,
R183,Susan R,,
R184,Harry Burnsworth,,
R185,Marly Z Jurado,,
R186,Republican Anarchist Caucus ????,,
R187,Ernest Reyes,,
R188,Karl Noel,,
R189,Shade Phosphorus,,
R190,Austin 2.0,,
R191,Tyrion Lannister - Hand of the King,,
R192,sam,,
R193,Jose Hernandez,,
R194,Pam Adkisson,,
R195,Grateful American MAGA/MAHA/DOGE,,
R196,Alfred C. Martino,,
R197,Jose Ortal,,
R198,The Dave,,
R199,MorningMorning,,
R200,????Domestic Terrorist Grandma????,,
R201,Country Girl,,
R202,anordinaryperson,,
R203,Eric Mrozek ?????????????????,,
R204,Wehriskat ??????,,
R205,Binturong,,
R206,MarkEMark,,
R207,Jonathan P. Henderson,,
R208,George Wept,,
R209,Postal Sage,,
R210,karenhecht81@aol.com,,
R211,Magsfolly,,
R212,Kric ????????????????,,
R213,Alex Jones Cat,,
R214,Dr. Christina Johns,,
R215,Bear??????,,
R216,Ace,,
R217,Freedom is not free,,
R218,Kimberly Ferguson,,
R219,Sharon.,,
R220,Grumpy Old Al,,
R221,@MemphisGators58#,,
R222,Steven Kale,,
R223,W.?????? ????????? Pro Israel Reagan Republican,,
R224,Voss749,,
R225,pascal molineaux,,
R226,Not Ryan,,
R227,CharlesinCT,,
R228,Drew Petersen: ANTIFA Director (sarcasm you hope),,
R229,Immigrant Gay Republican! ????,,
R230,ClassicConservative ????????????,,
R231,WayBeyond1984????,,
R232,Ella R. Hall,,
R233,MBrooks,,
R234,Robert Davi,,
R235,Electric Sheep,,
R236,Virgilio Abueva,,
R237,kevinandre,,
R238,Brad Cummings????,,
R239,Michelle??????,,
R240,Mike Thomas,,
R241,Robbie Sherwood,,
R242,Mountainstrong,,
R243,Vesper X,,
R244,tmckay,,
R245,Anti-MAGA Coalition ??????????,,
R246,Super Bikino,,
R247,prydaone,,
R248,Kyle Schumann,,
R249,Suzanne Hoskins,,
R250,Gerald P,,
R251,Phoebej Vote out every last damn Republican ????,,
R252,Doug Smith,,
R253,"Mark, Choose Kindness",,
R254,ang Pea,,
R255,LulabelleBlue ????,,
R256,Sara ?? PETA KILLS,,
R257,"Dennis, Actual Antifascist",,
R258,Brad Connolly,,
R259,JoeyBonanno,,
R260,On the Cusp,,
R261,@RPh,,
R262,adrian f samuel,,
R263,Zachary Johnson,,
R264,Jack Brady,,
R265,LU_HTF,,
R266,Edwin Madrigal,,
R267,JusPlainTalk101,,
R268,mary elizabeth,,
R269,JoeMomma,,
R270,Rick B,,
R271,Robert,,
R272,News World Wide,,
R273,Matheus Bonatto,,
R274,Mary D,,
R275,Guyjustin,,
R276,Mark Greko ??,,
R277,TECH1??™,,
R278,NoCal.Chris,,
R279,Roe 70,,
R280,Izaskun Astoreka Lizarralde #yes,,
R281,Brad38,,
R282,Gay Republican,,
R283,Paul DeAngelo,,
R284,JoltusManus,,
R285,John ??NHS #FBPE #TORYLIARS ?? ?? ??,,
R286,Draft Environmental Impact Report,,
R287,Republican Dave Roberts Fan,,
R288,Drew Bradsha,,
R289,ShadyJD,,
R290,John Ellis,,
R291,CAP1023,,
R292,Jim braselton,,
R293,Matt Bevan,,
R294,Greek,,
R295,Zap,,
R296,Avatar ???? @backavatar on ??,,
R297,Tim Little,,
R298,Einsteins Daddy,,
R299,Cosmic Cowboy,,
R300,Capt. Gnarly,,
R301,OnlyPunsCEO,,
R302,A K,,
R303,????Donnia????,,
R304,Robin Newton,,
R305,Arthur Bloom,,
R306,-Ølivier-,,
R307,Banks aren't too big to fail,,
R308,Matthew Case,,
R309,Douglas Godfrey,,
R310,Anthony Terlizzi,,
R311,Jim Girard,,
R312,Lisa Freedman,,
R313,Chris Todd,,
R314,DeeF??,,
R315,Marlene Lundquist,,
R316,CantSilenceBusbee,,
R317,Morons Are Governing America - Fascism is here,,
R318,Enzo the Baker,,
R319,Donna Yost,,
R320,Toby Tartaglione ,,
R321,JimBob McBoatFace,,
R322,Michael Fulmer????????????????,,
R323,Sara's Politics,,
R324,Alex Vassar ??,,
R325,Adil Haque,,
R326,Resolutely Sane,,
R327,jeremy,,
R328,deleted,,
R329,Jon Ralston,,
R330,Jumbo Elliott,,
R331,Norma mcdonald,,
R332,Frank White,,
R333,phil,,
R334,Matthew Bell,,
R335,Noah Formica,,
R336,sb17,,
R337,Florida Jolt,,
R338,Connie Dodson,,
R339,Casual LavaringX ????,,
R340,Richard Pierce,,
R341,Chief,,
R342,Shut Up Drew,,
R343,cass?,,
R344,Republican Politics Enjoyer,,
R345,CompassDrifter,,
R346,Andy Hough,,
R347,Harrison Blackburn,,
R348,Heavenly Motherr ????????????????,,
R349,Andy Anderson,,
R350,Stank McNasty,,
R351,Michael Burke,,
R352,Ultra MAGA Republican,,
R353,RN- prolife-Republican-100% Italian-,,
R354,Yeshua,,
R355,nick fierro,,
R356,AL Khammas,,
R357,Christopher Dowling,,
R358,Vicky Falls,,
R359,Matt,,
R360,?? POWER 2024 ??????????????,,
R361,Cynthia??????,,
R362,Andy,,
R363,Patricia,,
R364,Keith Miskie,,
R365,Jennifer Scott ??,,
R366,D notabot #s New Pic AKA Duckie ??,,
R367,Opinionated Times,,
R368,TrueLiberal,,
R369,Dub Bwyer,,
R370,Kathy Cheperka,,
R371,Ricky Mac,,
R372,Sealtori,,
R373,Victoria Brownworth,,
R374,Jo Nomas,,
R375,G-LANT,,
R376,WeCannotBeSilent ????????????,,
R377,Joanne Graves,,
R378,Vinny Machado,,
R379,Kvitka ??????,,
R380,American Eagle ??????,,
R381,???? Lauren Ashley Davis - OG Meidas Might ??????,,
R382,Domnic,,
R383,JDB,,
R384,The Cuban Dude,,
R385,old crank,,
R386,Freedom,,
R387,SirK ???? ???? ????,,
R388,The Unsilent Majority,,
R389,Led Zep,,
R390,Joshua Davis,,
R391,NYERINFL4,,
R392,Magoo,,
R393,Disaffected Elephant,,
R394,Salvatore Lucania,,
R395,Barbara,,
R396,sho2daPan????????,,
R397,Conservatism DNA,,
R398,Tim Bryant,,
R399,"Mega MAGA Republican Maplefritos, Esq. ?????",,
R400,Pufferfish Populist ??,,
R401,Mario Areni,,
R402,Fernando de la Riva,,
R403,Salty Republican Rocker II,,
R404,Plaidypus,,
R405,Rep. Frederica Wilson,,
R406,DiscussWithBob ?? ????,,
R407,Jacob ??,,
R408,Gemini ?? Vibes,,
R409,ALL WE DO IS WIN ??,,
R410,Dr Malady,,
R411,Alex Ballingall ??,,
R412,How's she cuttin,,
R413,steven,,
R414,Hannity’s Guilty Conscience,,
R415,"Republican Party of Monroe County, WI",,
R416,Joseph,,
R417,Mary Miller??????????,,
R418,????,,
R419,Terri Green,,
R420,OldielocksNmo50,,
R421,Maya,,
R422,desert redbird ????????,,
R423,JEB,,
R424,Rufus the Exile,,
R425,UrbanistaRamon,,
R426,RepublicanRJL,,
R427,brandy rodgers,,
R428,Jacob McCandles????,,
R429,Bill Adler,,
R430,Reinforced Human,,
R431,Dave ???? @incogneatos.bsky.social,,
R432,The Lawrence Times,,
R433,Liquor Pickled,,
R434,Sunshiny,,
R435,TRG,,
R436,Psalm Bravo,,
R437,BounceHouseGrillin,,
R438,Ohiomom,,
R439,YourMothersMustache,,
R440,LisaFLA8,,
R441,rareone,,
R442,Popitics,,
R443,Daniel Reid,,
R444,San Mateo County Republican Party,,
R445,Carolyn Hinds ???? #FreePalestine #CongoInCrisis,,
R446,????Captain Caveman????,,
R447,Truthstorm for America -WE ARE THE NEWS,,
R448,NTD News,,
R449,Kei,,
R450,Andy Sappington,,
R451,Monica Hendricks,,
R452,Munso Kahn,,
R453,ABrown,,
R454,Liberty&Freedom,,
R455,John Armentrout,,
R456,Paul,,
R457,adam davis,,
R458,dogmatic 556,,
R459,OregonRancher ?????? @oregonrancher.bsky.social,,
R460,Tyler Block ????,,
R461,??Tracking the Australian Right Wing,,
R462,The Lion,,
R463,Titmouse ??,,
R464,*,,
R465,DatChiGuy,,
R466,Alexandre Saradjian,,
R467,True Red Republican,,
R468,GuardianAxiom,,
R469,Republican Llama ??,,
R470,Princess Buttercup II,,
R471,_?L ?????????,,
R472,TRT Afrika,,
R473,KatLadyNE,,
R474,Andrew Smothers,,
R475,Republican Mom,,
R476,Jim Bouse,,
R477,?,,
R478,bbsaabaru,,
R479,Just1Conservative,,
R480,Rob??,,
R481,Regina Dramatica ???? ????????????,,
R482,KAMI,,
R483,Whit????,,
R484,ChainSnacha ????????,,
R485,Rusty Rockefeller,,
R486,Ben,,
R487,Donnell Williams,,
R488,Awake Patriot,,
R489,Epic,,
R490,Xavier Rojas,,
R491,VitaroSSJ,,
R492,Kimberly Moore,,
R493,Rob C,,
R494,Lain || oh my my my ??,,
R495,High Horse,,
R496,Lori (LMNLA),,
R497,Rick Atkinson,,
R498,Susan Robbins,,
R499,CTW,,
R500,Thomas Anderson,,
R501,Angry Husky,,
R502,XRPJourney,,
R503,Michael Drew ????,,
R504,JustJW,,
R505,MarCare,,
R506,FinanceFeeds,,
R507,Momma,,
R508,urmotha,,
R509,???????????? ????????™?,,
R510,God's Nunchuks,,
R511,S Robinson ????,,
R512,Connor,,
R513,bbuckley,,
R514,Wind Info,,
R515,Law&Order ??,,
R516,TheNakedTruthReport,,
R517,Ken Rush,,
R518,Steve-o,,
R519,Creamy Giblets,,
R520,?? THE WAC ??,,
R521,The Generalissimo,,
R522,Better Scotusblog,,
R523,Cody,,
R524,Paul G,,
R525,James Mullen,,
R526,B.W. Macky,,
R527,Dylan Heflin,,
R528,Josh Stine Sr.,,
R529,1stBitcoin,,
R530,The Conservative American (Peruvian roots),,
R531,John Fulton,,
R532,falcon_eddie9,,
R533,Maya Ezra,,
R534,some other jeff,,
R535,Ron Logue,,
R536,West Virginia Watch || bsky @westvirginiawatch.com,,
R537,Rebecca W,,
R538,Guylaine,,
R539,The Guardian,,
R540,danee010.stx,,
R541,Kristopher Williams,,
R542,?? Ruth ???? Taylor ??,,
R543,D B Brown,,
R544,chalkboard teacher,,
R545,vamos,,
R546,Jon for President Trump- MAGA REPUBLICAN ????,,
R547,XboxLive Republican,,
R548,SneakyBeaky,,
R549,Optimistic Prime,,
R550,James Anderson,,
R551,Yikes??,,
R552,Douglas Baggett,,
R553,Marianne,,
R554,Robert Nelson,,
R555,#M U G A I N B I O,,
R556,Dan,,
R557,Windmill Measles,,
R558,Boudreaux,,
R559,Randy Ingram,,
R560,Do You Grok????????? ??,,
R561,Pat ??Pat is short for Patricia,,
R562,Goose,,
R563,Politic-tees,,
R564,cathy Lynne,,
R565,Mitchell,,
R566,Maggie-Mae ??????,,
R567,Bigheavy3413,,
R568,PhanpyPampy,,
R569,305Votes,,
R570,Honest_Lee#2020,,
R571,Jcon1????,,
R572,People are finally waking up to Republican B.S.,,
R573,Marymarge,,
R574,PJ ???? Fightn' the daily diatribe!!,,
R575,Normal,,
R576,True Patriot Voice,,
R577,WorleyGIG,,
R578,Bonjolee ????????????,,
R579,CEG3,,
R580,Imal Oser,,
R581,BBsMom2003 ??????????????????,,
R582,John Joyce Stan???????????,,
R583,Zophie,,
R584,Angie Guthrie,,
R585,Suzanne@cookinmaama,,
R586,maths tutor 20,,
R587,Gary L Shults,,
R588,Tha Kaptin,,
R589,Marguerite Fair Talk Show Artist,,
R590,Every circus needs a Carney!,,
R591,annie1946,,
R592,Papo,,
R593,P0tH3adPun15her92 On XBL,,
R594,Dripdrip,,
R595,jwmgregory,,
R596,Moby Dick,,
R597,rdr ????,,
R598,Al Carbo,,
R599,Republican Women of Mercer County ??????,,
R600,RobJ5731,,
R601,Delbert Earl Myers,,
R602,Jerm,,
R603,Otto,,
R604,Roscoe The Republican,,
R605,Ginny Fidler ??,,
R606,Charles Chiedu,,
R607,ideogenetic,,
R608,The Bear Pundit????????????,,
R609,Barkley,,
R610,Sixbeats,,
R611,Sabrina,,
R612,??sparkles??,,
R613,kelly flowers,,
R614,A?,,
R615,Flashygalflushing ??????,,
R616,59Corvette,,
R617,OverBenthousand,,
R618,Second Hand News 45-47,,
R619,Dusty Bootes,,
R620,JackSplatt,,
R621,CommonSense,,
R622,Freedom Sticks,,
R623,conservative Republican Veteran,,
R624,It’s X MF,,
R625,Malcolm C,,
R626,Sara Tonyn,,
R627,MaryJoanParc,,
R628,Bruce Thomson,,
R629,Meghan ??????,,
R630,Republican Party of Duval County,,
R631,HairyLip,,
R632,Dennis Smith,,
R633,Tim Wirtz,,
R634,ShermansMarch,,
R635,Joyreaper,,
R636,Hachi,,
R637,Roberto Rodriguez,,
R638,nikka,,
R639,Based Media,,
R640,X-tangot296,,
R641,Republican Reflections,,
R642,The Patriot Hammer,,
R643,David Timmons,,
R644,Shane Bagley,,
R645,Robert L Morgan,,
R646,Carol Hopke | ?? ?? | carolhopke.bsky.com |,,
R647,mordicai,,
R648,Resist hateful GOP policies,,
R649,Life is ??School/Former Republican; Mark 12:28-31,,
R650,Joseph Frusci,,
R651,Lily? INDIGO?????? ?? ?? ??,,
R652,Ted B,,
R653,MinnieD'Arc,,
R654,Ben Idan,,
R655,Brian Hahn,,
R656,GGT,,
R657,Banana Republican,,
R658,Edward Lovelock,,
R659,Tyler Chacon,,
R660,The_Real_T_Paine,,
R661,Swamp Monster,,
R662,Mr. Bob ??,,
R663,Mel J??,,
R664,Doug Michalek,,
R665,Ralph Hartman,,
R666,Brian Riley,,
R667,kp,,
R668,Proud_Republican_99,,
R669,.,,
R670,yorkshirepud,,
R671,Allan Margolin,,
R672,john doe,,
R673,Auston Bunsen,,
R674,Sharp stick in the eye,,
R675,TK-422 Currently-At-My-Post,,
R676,yaminashi,,
R677,rabidnarcissists,,
R678,Jamie Sears,,
R679,Jack H. Knox,,
R680,Ann Meyer(no blue check)republican,,
R681,Sumner,,
R682,Thomas Lenigan,,
R683,Antonia ??Harris/Walz 2024,,
R684,Onliesteverwho,,
R685,Ashley Cox,,
R686,Victor Stater,,
R687,MiddleAmericaMS ???????? ??????????,,
R688,??????,,
R689,x…baysiebs,,
R690,Debbie,,
R691,Rawhisk,,
R692,bkresistor,,
R693,Let Freedom Ring,,
R694,Ed T.,,
R695,GatewayMAGA,,
R696,"Electile Dysfunction, M.D.",,
R697,Titan,,
R698,Shawn the Plumber ??????,,
R699,Talt 3rd of his Name,,
R700,HardDaysNight,,
R701,A K Noorian,,
R702,Mike Coombs,,
R703,I. Cutchacockov,,
R704,whoopsie,,
R705,Dave Koch,,
R706,????’?? ?????????????,,
R707,Goo,,
R708,Super Panican Bro,,
R709,mark toner,,
R710,Metacore GX,,
R711,The Father of All Dad Jokes,,
R712,Loggerhead,,
R713,??,,
R714,The Civil Liberal,,
R715,Rod Carrillo,,
R716,jordan.,,
R717,catsrule,,
R718,The_Charming_Avenger,,
R719,Democratic Republican PH ???? ???? ???? ???? ????,,
R720,Gary Shockley,,
R721,Individual1Tower,,
R722,randy hess,,
R723,?,,
R724,Justice is Served??,,
R725,SaltyGonads,,
R726,Mike,,
R727,DoubleOCause????????????,,
R728,TheBigMan,,
R729,Clinto Pete,,
R730,Kurt,,
R731,Tyler Boliver,,
R732,????MissMarz1776????,,
R733,Fritz B Flarko,,
R734,EZ Rider????????,,
R735,Pseudoknotted ????,,
R736,Shirley Hinze for WI 6th Assembly,,
R737,David G Brown,,
R738,JSTaylor,,
R739,LIGHTNINGLADY36,,
R740,Katherine Turay ??????DM,,
R741,Steven O ??????????,,
R742,LMCANE,,
R743,Carolina ?? Libertas ???,,
R744,"Randall Wiggins, IV",,
R745,djconn,,
R746,Florence,,
R747,TsarWil0,,
R748,Rhys,,
R749,Mike White,,
R750,Republican Canadian Girl,,
R751,Donna,,
R752,SMf Concwest,,
R753,Elicia Brand #IStandWithIsrael.,,
R754,Mario Cruisin,,
R755,BrenHeath,,
R756,Bonnie O,,
R757,SDB007,,
R758,Cyber Optimus One,,
R759,Shelly,,
R760,George Mokray,,
R761,ConservativeGirl,,
R762,"William D. Gill, Sr.",,
R763,JGalt,,
R764,HaShem's Favorite Son,,
R765,Cherry Cola,,
R766,Just Alice,,
R767,wethepeoplealaska,,
R768,Mike D.,,
R769,Dash Dobrofsky,,
R770,Donna Laws,,
R771,An Phoblacht Bhocht ????,,
R772,RemV,,
R773,Liberty Union,,
R774,RepublicanVET,,
R775,Kurt ???? (R PA)???????? ????,,
R776,Joshua@Seattle,,
R777,The Puerto Rican Talking Head,,
R778,Never voted for a republican??????????,,
R779,555Ego,,
R780,Lukas Swanson,,
R781,x a n d e r,,
R782,K-Money Talks Politics,,
R783,Jambug McClain,,
R784,The_Fixx,,
R785,stschryer,,
R786,gorgia blue,,
R787,????????????????,,
R788,Deanna Frabotta,,
R789,Bennett (Finfluencer),,
R790,PWspoon,,
R791,Kevin Kershner,,
R792,TuscanVines ®,,
R793,ZAMZAM NEWS,,
R794,Rhonda Gregory,,
R795,GrindGod,,
R796,Charles BisbeeMD,,
R797,Sean Kress,,
R798,Golf Fan,,
R799,Michael Cribbs,,
R800,Oliver Darko,,
R801,Yes,,
R802,Connollyist_Rager,,
R803,poleticks,,
R804,Geery,,
R805,"Kamala is the Nominee.?? ,?? #LetsWin?? @#KHive",,
R806,Damian Sloan,,
R807,Travis,,
R808,fresafresca,,
R809,Nuclear Dave,,
R810,DyzygySyzygy??????,,
R811,Iowa Young Republicans ???? ??,,
R812,Gaga Took a Sharp Fucking Left??????????,,
R813,Phillip McHawk,,
R814,Neal Williams,,
R815,RepublicanDore,,
R816,Ziggyfly Jen ????,,
R817,Kirk Watson,,
R818,Rose ????Republican??????Native Floridian??,,
R819,Republican Zoomers and Millennials,,
R820,JD Wood,,
R821,Nancy_bf,,
R822,Angry Beast @angrybeast@digitalcourage.social,,
R823,Justin Higgins,,
R824,im bald and hysterical and i cannot be trusted,,
R825,Juan F. Torres III,,
R826,Ron Hunte,,
R827,Pragmatic Thinking,,
R828,Darren Mayle,,
R829,rennygames,,
R830,JA Tell,,
R831,SearchCz,,
R832,Damage Control,,
R833,rikard nilsson,,
R834,Mariana,,
R835,Bob,,
R836,Angel resists,,
R837,taxpayin_mercan,,
R838,matthew calderoni,,
R839,Carlos P.Teixeira,,
R840,John Cutler,,
R841,james tucker,,
R842,Augusta Trueluck,,
R843,henrypillsbury,,
R844,Mr. Controversial ??,,
R845,HappyNana,,
R846,Karin Charmley.#BIDEN/HARRIS ??????,,
R847,Kyheim,,
R848,Mike Belcher,,
R849,Publius Bellicus,,
R850,Black Butterfella ?????? MitiEve,,
R851,MrDanMan48,,
R852,Robert Knox republican,,
R853,Alan Dershowitz,,
R854,Briana,,
R855,mama T ??,,
R856,Dianne Kirk,,
R857,Michael W. Bunner,,
R858,Reecey!,,
R859,Lady J,,
R860,Arrest Trump ????????????????????,,
R861,lanny woods,,
R862,I Voted For This ????,,
R863,Eric Schwartz,,
R864,Millennial Bellwether,,
R865,John Nobles,,
R866,Robert Rodgers,,
R867,????MAGA Republican????,,
R868,Stand4Flag&NA,,
R869,Ernest A. Canning,,
R870,(((Cleon))),,
R871,Forrest McPherson,,
R872,Chris Meyer,,
R873,2025 NYC City Council D1 Republican Party,,
R874,ThePersistence,,
R875,Francisco Villanueva,,
R876,721waves ??,,
R877,Den Lusk,,
R878,Trumpster_007,,
R879,James Breen,,
R880,Edlaff,,
R881,"Terry Varkony, PhD",,
R882,@Firefinger,,
R883,MeidasTouch,,
R884,Hans Gruber the Great,,
R885,Brian Conway,,
R886,Neal McCarthy,,
R887,Saint Jane,,
R888,Laura Madden,,
R889,BrooklynDad_Defiant!??,,
R890,HoleePokes,,
R891,Henry Gallucio,,
R892,rosesarered,,
R893,JasonMiller,,
R894,Dare_L,,
R895,Populist Republican,,
R896,Darla Sloan,,
R897,GortRules,,
R898,Samuel Taylor,,
R899,Republican_hypocrisy,,
R900,jason chen,,
R901,Mazama,,
R902,Moe Dimanche,,
R903,Robert Luther,,
R904,Keith McCreary,,
R905,Bombukei,,
R906,Marion Cobretti,,
R907,Practical Joe,,
R908,Jay,,
R909,therealjec71,,
R910,Dawn Smejkal?????????????????,,
R911,Judy J,,
R912,dmjustify66,,
R913,Former Faithful Republican,,
R914,Daniel Kahl,,
R915,Lueen Jodoin,,
R916,Alec??,,
R917,??????,,
R918,Northern Sage,,
R919,Jeff Pohgeeyouee,,
R920,Ty M,,
R921,Jamie,,
R922,????????,,
R923,SonofaBiscuiteatr,,
R924,AuntRosy,,
R925,carole shirley,,
R926,The Gen Z Republican,,
R927,Adam Oney,,
R928,Verity 4,,
R929,??S_Fella,,
R930,oscar uchiha,,
R931,Gary Stephens,,
R932,???Ø??? ??,,
R933,David the Republican,,
R934,?????LibertysBelle ????,,
R935,OldMisterChris,,
R936,DB,,
R937,MountainMan280,,
R938,the vessel,,
R939,?????????????? ???????????????,,
R940,Bald Man,,
R941,Mike ???? ?? ????,,
R942,ShirleyQ,,
R943,WSW - ?? SEO ????,,
R944,Myra #BoxOffice #MovieTalk and #Factcheck,,
R945,The country you deserve.,,
R946,Dirk Marais.,,
R947,Brian8502 ??,,
R948,Cancellation Chronicles,,
R949,Paul Franklin,,
R950,Trumpalooza,,
R951,Josh Hughes,,
R952,Zacho,,
R953,Diana Manister,,
R954,Xenya Smith,,
R955,DonOLD Dunce,,
R956,Paulie Pittinger,,
R957,Daniel,,
R958,Slim,,
R959,Steve,,
R960,Debbie Dingell Stan????,,
R961,Timothy Bugg,,
R962,Professor G,,
R963,??chilly charlie owen??,,
R964,Lori,,
R965,Ms Information,,
R966,Ed Cox,,
R967,Joe Sondag,,
R968,Charlie,,
R969,Bloomberg,,
R970,AnnTW,,
R971,Kristina Ramirez,,
R972,Cassandra Today (commentary),,
R973,History’s Greatest Monster,,
R974,Brian Taylor,,
R975,Bloomberg Politics,,
R976,just so you know,,
R977,AVAX OG 9000 ??,,
R978,JJ,,
R979,Dale Cooper ????,,
R980,Gene Bryant,,
R981,Lex????????,,
R982,Oblique,,
R983,Scott MacKay,,
R984,Gerty The Witch,,
R985,The Big Homie,,
R986,Julie B(rooklyn) BABY WOKE AF ????????,,
R987,Lezig??? #BB26 ????,,
R988,WCJB TV20 News,,
R989,Draganbladex,,
R990,Lorraine M. Herger,,
R991,AceMoney,,
R992,KCL??,,
R993,Bob Johnson,,
R994,Dripped Out Trade Unionists,,
R995,J-Roq ???? ??,,
R996,Mark Ellis,,
R997,FranklinFromFlorida407,,
R998,Left of Black,,
R999,Michael Freeman,,
R1000,Pat Napier,,
R1001,Ya Bish,,
R1002,??Nao? Mo?eanó?????????,,
R1003,Abelaski,,
R1004,Doug Barden,,
R1005,Beezer,,
R1006,Iggy,,
R1007,William Anderton,,
R1008,Travers,,
R1009,Lynn Wilson,,
R1010,Kurt Biedlingmaier,,
R1011,India in New York,,
